,url,price,beds,sqft,parking,baths,descript,adress,lat,lon,date,cats are OK - purrr,dogs are OK - wooof,air conditioning,furnished,w/d in unit,laundry on site,no laundry on site,no parking,off-street parking,detached garage,dpsf
7509732834,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-bed-heart-of/7509732834.html,2800,2,1110.0,street,1,"Beautiful, 2-Bedroom, 1 Bath Condo in the Heart of Chicago's Southport Corridor neighborhood! Top floor, Lots of natural light! Brand new Kitchen and bathroom, high ceilings, wood floors, in-unit washer and dyer, dishwasher, central air-conditioning, outside patio, street parking. One block from Southport's restaurants and bars, quick walk to Wrigley Field. One block from Brown Line! ",3401 N Greenview near Roscoe,41.943532,-87.666455,2022-07-16 18:50,1,1,0,0,1,0,0,1,0,0,2.5225225225225225
7509726990,https://chicago.craigslist.org/chc/apa/d/chicago-2-bucktown-furnished/7509726990.html,2800,2,,,2,"Beautiful 2/2 in an amazing neighborhood, just a block away from all the bars and entertainment. ",Leavitt near Division,41.9019,-87.6779,2022-07-16 18:32,1,0,0,1,1,0,0,0,0,0,
7509725226,https://chicago.craigslist.org/chc/apa/d/chicago-3bdrm-bth-available-now-perfect/7509725226.html,4995,3,1800.0,,2,"Newly Refreshed - enjoy two levels of living in this all brick, duplex up unit. Explore the wide open main floor living, dining, and kitchen areas. Plus a fireplace, another living room, and soaring vaulted ceilings throughout the top floor. The unit has storage galore including a coat closet, under the stairs storage, and large bedroom closets. Best of all, one ATTACHED garage parking spot is included. There is a large rear deck, plus a front balcony. The unit is walking distance to Whole Foods, Trader Joes, Dom's Market, and many restaurants. Schools include Alcott Elementary and Lincoln Park High School.  Lincoln Park, Lakeview, Red line, purple line, brown line, diversey stop, fullerton stop ","2614 N Wilton Ave near Lincoln, Wrightwood, Sheffield st",41.929303,-87.652668,2022-07-16 18:26,1,1,1,0,1,0,0,0,0,0,2.775
7509711329,https://chicago.craigslist.org/chc/apa/d/showing-fridaylogan-square-br-top-floor/7509711329.html,1494,2,1000.0,street,1,"SHOWING 6:00 UNTIL 6:15 ON FRIDAY 7/22 2 large bedrooms, open plan living room/kitchen with bar seating/great room, full bath-  full top floor including covered  rear deck  Large, sunny, secure, and grassy shared yard.  Block from 606 access,  3500 west, steps from Armitage  by Rosa's, groceries, shopping.  Great block.  2 large bedrooms.  Open floorplan living room, dining, kitchen .   real butcherblock countertops  bar seating.  lots of light   $1494 / 2br - 1100ft2 - LOGAN SQUARE 2 BR top floor apt  (1931 N Drake) available September 1  cats are OK -   laundry in bldg .  ",1921 N Drake near Armitage,41.916457,-87.714994,2022-07-16 17:44,1,0,0,0,0,1,0,1,0,0,1.494
7509703971,https://chicago.craigslist.org/chc/apa/d/chicago-bed-bath-condo/7509703971.html,1250,1,850.0,street,1,"1 Bedroom, 1 Bathroom Condo to be rented out.  Spacious top floor, the best kitchen in this price range (huge, maple, granite, stainless), hardwood floors, in unit laundry.  Available ASAP - recently repainted after last renter moved out. Contact Mark Warner - 630-235-2607  Kathy Weber - 312-933-6779 One of the four owners is a licensed real estate broker in Illinois     ",3550 North Keeler #3E,41.945431,-87.732057,2022-07-16 17:23,0,0,0,0,1,0,0,1,0,0,1.4705882352941175
7509686852,https://chicago.craigslist.org/chc/apa/d/chicago-light-filled-logan-square/7509686852.html,2200,2,1000.0,no,1,"Highly sought after Logan Square location only one block to the Blue Line train! Well-maintained courtyard building with beautiful landscaping. Open concept kitchen and dining room layout. Newly remodeled bathroom with walk-in shower. Very bright South-facing exposure in the living room with large windows and a sun room, brick-surround fireplace w/ gas starter. Large updated kitchen with stainless steel appliances, Bosch dishwasher, garbage disposal, quartz countertops, and a breakfast bar. Hardwood floors throughout except tile in kitchen and bath. Two large bedrooms, in-unit laundry and private deck. Gas forced heat and central air. Private basement storage included. Steps to everything including train, restaurants on Milwaukee Ave., Logan Theatre, and Farmer's Market.  To schedule a showing, please request through apartments.com: https://www.apartments.com/2620-n-spaulding-ave-chicago-il/74jss6w/ ",Spaulding Ave. near Wrightwood Ave.,41.928332,-87.710856,2022-07-16 16:37,1,0,1,0,1,0,0,1,0,0,2.2
7509681650,https://chicago.craigslist.org/chc/apa/d/chicago-super-logan-square-two-bedroom/7509681650.html,2450,2,,street,1,"Call Gregory with Apartment Guys and ask for reference #2193426. This large, spacious floorplan and has just what you’re looking for! It has hardwood floors, a rehabbed kitchen with stainless steel appliances including a dishwasher, rare central air conditioning, laundry in the unit and a large deck! Prices are subject to change. ***photos may be of a similar unit.**  **For faster response best to call or text 773-899-5505 with reference #2193426     ",,41.9209,-87.7043,2022-07-16 16:23,1,0,1,0,1,0,0,1,0,0,
7509670380,https://chicago.craigslist.org/chc/apa/d/chicago-bed-bath-in-avondale/7509670380.html,1650,2,900.0,street,1,"2 Bed / 1 Bath in Avondale: Great location with central A/C with in unit laundry.   Right off of 90/94, easy access to public transportation, parks, restaurants/bars with plenty of street parking.  On the same block as Kuma's Corner. ",3215 Francisco near Belmont and Francisco,41.939732,-87.700189,2022-07-16 15:56,1,1,1,0,1,0,0,1,0,0,1.8333333333333335
7509670240,https://chicago.craigslist.org/chc/apa/d/chicago-simply-beautiful-central/7509670240.html,2000,1,,off-street,1,"Call Gregory with Apartment Guys and ask for reference #2201730. This spacious floorplan has large rooms, dining area, hardwood floors and a beautifully rehabbed kitchen with granite countertops and stainless steel appliances. Heat is included and small dogs are ok!  Prices are subject to change. ***Photos may be of a similar unit.*** *For faster response best to call or text 773-899-5505 with reference #2201730 ",,41.9399,-87.6528,2022-07-16 15:56,1,1,0,0,1,0,0,0,1,0,
7509662364,https://chicago.craigslist.org/chc/apa/d/chicago-rehabbed-one-bed-with-indoor/7509662364.html,1500,1,,,1,"HEAT INCLUDED!  and ask for reference #1312658. Gut rehab! Spacious one bedroom/one bathroom with heat included! This apartment features hardwood floors throughout, an updated kitchen including a dishwasher, gas stove, and full size appliances. King sized large bedroom with a double closet! Take advantage of the fitness center and indoor swimming pool on site! Close to the Red Line and Lake Shore Drive express buses! Prices are subject to change.***Photos may be of a similar unit.*** *For faster response best to call or text Gregory with Apartment Guys 773-899-5505 with reference #1312658 ",Pine Grove near Waveband,41.9399,-87.6528,2022-07-16 15:37,1,0,0,0,0,1,0,0,0,0,
7509658370,https://chicago.craigslist.org/chc/apa/d/chicago-large-vintage-bedroom/7509658370.html,1675,2,1500.0,street,1,"Large 2 bedroom one bath apartment.  High 1st floor with hardwood floor, living room, dining room and big kitchen.  Both bedrooms are a decent size.  Enclosed back porch for extra summer space and a shared yard.   Gardeners are welcome.  Heat is included, laundry and storage in the building.  Walking distance to the blue line Logan Square stop.  Possible motorcycle parking in garage for a fee.  Cats only.  Available 9/1 or 9/15  ",2707 N. St Louis near Scubert,41.930281,-87.714656,2022-07-16 15:28,1,0,0,0,0,1,0,1,0,0,1.1166666666666667
7509650036,https://chicago.craigslist.org/chc/apa/d/chicago-1826-patterson-unit/7509650036.html,3570,4,,off-street,4,"PROPERTY INFO ID: 238623374Rent: $3,570 / MonthBeds: 4Bath: 4Available Date: 08/01/2022Pet: Cats OnlyParking:: off-street parking NO SECURITY DEPOSIT!*  This four bedroom, four bathroom duplex apartment features a traditional decorative fireplace and a new, masterfully constructed wood staircase leading to the lower level of the unit. The kitchen will soon have a brand new grey shaker cabinets and beautiful granite countertops along with stainless steel appliances which opens to the living room. The lower level of the unit has an additional living room and two bedrooms. Natural, refinished woodwork graces the apartment throughout. The unit also has plenty of modern conveniences such as laundry in the unit, gas forced heat, and central air conditioning.  This charming greystone building is nestled on a quiet, tree lined street. The Addison CTA Brown Line is conveniently located less than one block away. Wrigley Field and its surrounding bars, restaurants and theaters are within easy reach (eight blocks east). Other Chicago neighborhoods, full of diverse activities and establishments, are easily accessible via Lincoln Avenue, these include: Lincoln Park, Lakeview, North Center, and Lincoln Square to name a few. Roscoe Village’s colorful clubs and bars are also just three blocks south. Parking is available at this location.  We offer a hassle-free full online leasing process featuring online applications, lease signing, and payment options.   FEATURESCentral AirDecorative FireplaceDishwasherGranite TopsHardwood FloorsLaundry in UnitOven/RangeRefrigerator  NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713     ",1826 West Patterson Ave near Lincoln Ave,41.948009,-87.675259,2022-07-16 15:10,1,0,0,0,1,0,0,0,1,0,
7509649866,https://chicago.craigslist.org/chc/apa/d/chicago-1742-addison-st-unit/7509649866.html,3195,4,,street,2,"PROPERTY INFO ID: 238623702Rent: $3,195 / MonthBeds: 4Bath: 2Available Date: 09/01/2022Pet: Cats Only This stunning four bedroom, two bath apartment features a cozy wood burning fireplace. Gleaming hardwood floors and lofty high ceilings create a warm, inviting atmosphere. Enjoy the spacious kitchen with its unique center island that provides more storage and counter space. The unit features central air conditioning, gas forced heat, and on site laundry  This unique elevator building is located just three blocks from Wrigley Field and is surrounded by numerous bars, restaurants and theaters on Clark Street. Transportation is also convenient; the Addison CTA Red Line train station is just three blocks north and the #22 Clark, which runs to the loop all night long, is just outside the door.  NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713 ",1742 West Addison,41.946967,-87.672831,2022-07-16 15:09,1,0,0,0,0,1,0,1,0,0,
7509648903,https://chicago.craigslist.org/chc/apa/d/chicago-1238-noble-unit/7509648903.html,4495,5,,off-street,3.5,"PROPERTY INFO ID: 238623417Rent: $4,495 / MonthBeds: 5Bath: 3.5Available Date: 07/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: off-street parking  This renovated five/six bedroom, four bath, two kitchen duplex encompasses restoration at its finest. This property boasts refinished woodwork and hardwood floors that grace the unit throughout. The two new kitchens come equipped with dishwashers. The unit has tenant controlled central air conditioning and gas forced heat. This Wicker Park gem also has laundry in the unit.  We offer a hassle-free full online leasing process featuring online applications, lease signing, and payment options.  NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713   FEATURESCentral AirDining RoomDishwasherDuplexHardwood FloorsLaundry in UnitOven/RangeRefrigerator  NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713     ",1238 North Noble St,41.904244,-87.662654,2022-07-16 15:07,1,0,0,0,1,0,0,0,1,0,
7509594055,https://chicago.craigslist.org/chc/apa/d/chicago-2br-bath-kitchen-with-stainless/7509594055.html,1900,2,850.0,,1,"2 beds/1 bath on the top floor of a 3 unit building. Large eat-in kitchen with stainless steel appliances, wood countertop with a big deck adjoining the kitchen. Refinished hardwood floors throughout the apartment.  Bedroom accommodate queen beds with room to spare for an office/dresser  Apartment available to rent September 1st, Rent includes parking spot for one car and free shared laundry in basement for personal use.  Centrally located in Noble Square with blocks away from Blue Line station(both Division and Chicago), Steps away from Expressway. You're only a few steps away from Chicago Ave., near Forbidden Root, Beauty Bar, Flo, and numerous vintage stores and coffee shops. Express is around the cornere and the blue line Division stop is a few blocks away, making it very convenient to get around the city.  Wicker Park, Ukrainian Village, Bucktown are all close enough to walk or Uber to, as well as Pilsen and Fulton Market. ",1423 W Augusta Blvd,41.899732,-87.663115,2022-07-16 13:13,1,1,0,0,0,1,0,0,0,1,2.235294117647059
7509561975,https://chicago.craigslist.org/chc/apa/d/chicago-cute-sunny-top-floor-studio/7509561975.html,995,,,street,1,"Sunny top floor studio Humboldt and Bloomingdale near to #72 bus secure intercom entrance modern windows cable/internet ready secure building with intercom entry laundry in building radiator heat, bring your own ac unit no utilities included  A move-in fee of $350 is due after approval. No security deposit  Photos of ACTUAL apartment for rent  Cats only please. Ask about pet policies.  Landlord requires credit 650 or higher and income 3 x the rent; or a well-qualified co-signer.  Tony Rothberg - 773-387-1482 Leasing Agent - The Apartment Source ",Humboldt near Bloomingdale,41.913434,-87.702737,2022-07-16 12:11,1,0,0,0,0,1,0,1,0,0,
7509523561,https://chicago.craigslist.org/chc/apa/d/chicago-roscoe-village-1br-free-laundry/7509523561.html,1890,1,,no,1,"PROPERTY INFO ID: 301539607Rent: $1,890 / MonthBeds: 1Bath: 1Available Date: 09/01/2022Pet: Pet FriendlyRent Includes:: WaterParking:: no parking 2118 West Belmont Ave., #3  Available 9/1. Top Floor 1br with incredibly unique design. Free laundry in unit!  Amenities Include: - Central AC and Heat. - Vaulted Ceilings with Skylights! - FREE In unit laundry! - Modern Kitchen with Stainless Steel and Granite. - Tons of Storage Space. - Hardwood floors. - Large Backyard Common Space. - Roscoe Village neighborhood with great restaurants, easy groceries and nice parks!  *Owner asks 700+ credit scores or cosigner may be needed to lease.  Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing FEATURESA/CCats OkCeiling FansCentral AirCentral HeatCity ViewDining RoomDishwasherDogs OkFamily RoomFree LaundryGranite Counter TopsGut RehabHardwood FloorsHigh CeilingLaundry in UnitMicrowaveNew/Renovated BathNew/Renovated KitchenNew AppliancesNo SmokingPantryPatioPenthouseSkylightsSpacious ClosetsStainless Steel AppliancesStainless Steel FridgeStandard BathroomStandard KitchenStorageStorage UnitTrack LightingUpdated BathroomUpdated KitchenWalk-UpYard  Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing    The Apartment Source Call or text: 773.404.9900     ",West Belmont Ave,41.939031,-87.725857,2022-07-16 10:57,1,1,0,0,1,0,0,1,0,0,
